true_text,pred_text
แล้วก็มีส่งออกไป 4% ยังต่างประเทศ,มีส่วนปกติ 4% อย่างต่างก็เพียง
ตลาดส่งออกหลัก ๆ ของเรา ก็ยังเป็นตลาดทางเอเชียใต้ อินเดียนะครับ,สมมติหลัก ๆ ของเราก็ยังเป็นตลาด ไม่เฉียบตาย ยิ้มเทียน แต่ถ้าพร้อมกับ
แล้วก็ใน,โอ้ โอ้ โอ้ โอ้
แถบ AEC ของเราอยู่,กับ เอ ลิ ซี คุณ ว่า อยู่
ในขณะที่รายได้ของเรา,ในขณะที่รายได้ของเราเนี่ย
หลัก ๆ ก็มาจากเม็ดพลาสติก,และกลับเข้ามาจากเม็ดคาสติก
สําหรับทําสายไฟ,สำหรับคำสั่งฟัง
สายเคเบิลเป็นหลักนะครับ,สามเกมต้นกำลังนะครับเจ็ดร้อยสี่สิบหกร้อย
746 ล้านบาท,อ๋อ โอเค
ตามมาด้วยตัว,มาด้วยตัว
เม็ดพลาสติกสําหรับทางการแพทย์,เป็น ทักษิณ สำหรับ ทางการแพทย์ สร้าง
314 ล้านบาท,สามร้อยสิบสี่ล้านบาท
แล้วก็เปิดใช้งานทั่วไป อีก 222 ล้านบาท,แล้วก็เกิดใช้งานทั่วไปอีก 222 ล้านบาท
จะเห็นว่า,วัน
ในส่วนของการเติบโตหลัก ๆ ของเราก็ยังมาจาก,ในส่วนของการเติบโตหลัก ๆ ของเราก็ยังมาจาก
สายไฟ สายเคเบิล,ไฟล์ อีกสาม พี่โบ มัน
เมื่อเทียบกับปีที่ผ่านมา,ก็คือ ปีที่ผ่านมา
แล้วก็ที่เติบโตขึ้นพอสมควรในปีนี้ ก็คือ,ก็ที่เติบโตขึ้นพอสมควรในปีนี้ก็เพิ่ง
สายไฟสําหรับทางการแพทย์,ไว้สำหรับคำกล่าวแทน
เพราะว่าในปีนี้ ไตรมาสที่ 4,ว่าในปีนี้ไปมาถึงสิ่งที่เรา
เราได้ติดตั้งเครื่องจักรแล้วเสร็จไปแล้วเครื่องที่ 4,แต่ว่าใน ที่ตามกระจัดแล้วเสร็จไปแล้วเครื่องที่ 4 ยัง
กับ 5 นะครับ,แล้วก็กด
เพราะฉะนั้น เราเริ่มมีรายได้เชิงพาณิชย์สําหรับเม็ดพลาสติก,น้ำเราเริ่มมีรายได้เชิงทางดินสำหรับ อ่า เป็นพลาสติก
ทางการแพทย์เพิ่มเติม ในช่วงของไตรมาสที่ 4 เข้ามาด้วย,การแพทย์เพิ่มเติมในช่วงของปริมาณที่ 4 เอามาด้วย
เพราะฉะนั้น ก็จะเห็นจําแนกตามไตรมาส,เจอสิ่ง อ่า จำแนกตามจำมากเนี่ย
เม็ด plastic compound สําหรับทางการแพทย์ และเติบโตขึ้นเป็นลําดับ,เป็นอัสสิกของเปล่าสำหรับทำการแก่เหล็กเติบโตขึ้นไปดังกล่าว
ถ้าเฉลี่ยรายไตรมาสก็อยู่ซักประมาณ,ถ้าเหรียญรายไปมาก เด็กก็หยิบพวกสักประมาณสาม
ตั้งแต่ 300 ขึ้นไป จนถึงไตรมาสที่ 1,พึ่งไปจนถึงใจบ้านที่หนึ่งที่ได้
ที่เราเป็นจุดสูงสุดของปีนี้ คือ,เป็นจุดสูงสุดของปีนี้ที่สร้างรายได้
350 ล้านบาท,สิบสองบาท
เราปิดไตรมาสที่ 4 อยู่ที่ประมาณ 302 ล้านบาท,ปิดใจมากที่สิงค์ ประมาณสักสามร้อยสองล้าน
มี slow down ลงไปบ้าง,สวัสดีครับ
ในช่วงของไตรมาส 3 และ 4,ในช่วงของประมาณ 3 และ 4
ในขณะที่กลุ่มของกาวอุตสาหกรรมนะครับ,ในขณะที่กลุ่มของอุตสาหกรรมนะครับ
ก็เป็นส่วนของรายได้,ก็เป็นส่วนของรายได้
295 ล้านบาท,สองร้อยเก้าสิบห้าล้านบาท
กาวอุตสาหกรรมเราก็เติบโตขึ้นเป็นลําดับ,การที่สร้างการเราก็เติบโตขึ้นเป็นลำดับนะครับ กว่า 4 ปี
กว่า 40% ของปีที่แล้ว,สิบ สิบ เปอร์เซ็นต์ของพิธีแล้ว
เพราะฉะนั้น ตลาดหลัก ๆ,เพราะฉะนั้นเนี่ย เวลาหลักๆ ของเรา
ของเราก็ยังเป็นตลาดในประเทศอยู่สําหรับกาวอุตสาหกรรม,เราก็ยังเป็นตลาดในประเทศอยู่สำหรับการอุตสาหกรรม
เรามี export 40% ด้วยกัน,ก็มี Export อยู่ 40% แล้วกัน
จะเห็นว่ากาว,เห็นว่ากล่าว กล่าว
อุตสาหกรรมเรามีส่งออกตั้งแต่ประเทศในแถบแอฟริกา,ประการเนี่ยนะครับ เรามีส่งออกตั้งแต่ประเทศเนี่ยแทน
แล้วก็ประเทศในแถบเอเชียใต้,ก็ประเทศในแถบดีเชียงตาม
เป็นหลัก,ก็พบ
แล้วก็มีประเทศในแถบ AEC ของเรา,ก็มีประเทศแถบสิ่งเหล่าตลอด
ตลาดที่โต ๆ,ที่โปรดตูด
เยอะ ๆ,โดย ยก ณ ภาพ
ส่วนหนึ่งของเราก็คือ ตลาดของเวียดนาม,ของเราก็คือ ตลาดของเด็กนาย
เติบโตขึ้นเป็นลําดับเหมือนกัน สําหรับกาวอุตสาหกรรมของเรา,เปิดโตขึ้นเป็นหลักฐานเหมือนกันนะครับสำหรับการสร้างกายของเรา
ถ้าเราเรียงเทียบตามรายไตรมาส,ถ้าเราเลี้ยงเพียบกันตลาดใจมากเนี่ย
เติบโตขึ้นโดยต่อเนื่องครับ สำหรับกาวอุตสาหกรรม,แต่ละตัวขึ้นโจรสลับไปแล้ว อาจจะไม่ได้รับประสบการณ์
สําหรับธุรกิจยาแนว,สำหรับธุรกิจยาวแล้ว
แล้วก็ DIY,แล้วก็ดีดีว่าอะไร
ปกติเราก็จะเป็นการส่งออกไปจําหน่ายยังต่างประเทศเป็นหลัก,ปกติเราก็จะเป็นการส่งออกไปจำหน่ายอย่างตามสถิติเป็นล่านะครับ
ไม่ว่าจะเป็น แบรนด์ของเราเอง,ไม่ว่าจะเป็นแฟนของเราเอง
หรือว่ามีการทํา OEM ให้กับลูกค้าด้วย,หรือว่ามีการทำกรุงเทพในการลูกค้าด้วย
รายได้ปัจจุบันกลุ่มของยาแนว,ไว้ได้ ปัจจุบันมีกลุ่มกับพี่อัญเนี่ยเอาแก่น
579 ล้านบาท ทั้งปี,ห้า ร้อย เจ็ดสิบ เก้า ล้าน บาท จน เป็น
ถือว่าเติบโตขึ้นประมาณ,วัน สิบเอ็ด โอเค รอบ งาน
ร้อยละ 20 นะครับ จากปีที่ผ่านมานะครับ,ร้อยจากยาว 20 นะครับ จากสิ่งที่ถามมานะครับว่า
หลัก ๆ เลยก็เป็นการเติบโตของกลุ่มของ,หลัก ๆ เลยก็เป็นการฝึกตัวของกลุ่มคน
ธุรกิจยาแนวเป็นหลัก,คิดอย่างแน่เป็นหลักปัจจุบัน
ปัจจุบันเรามีรายได้อยู่ 345 ล้านบาท,กินกับรายละเอียด สาม หก สี่ สิบห้า ล้าน บาท ตาม
ตามมาด้วย DIY 200 ล้านบาท แล้วก็ supporting,คุณก็ดีว่า 200 ล้านบาท แล้วก็สังคมจริง
เป็นสินค้าเกี่ยวเนื่อง อยู่ซักประมาณ 34 ล้านบาท,สินค้าเกียรติเหลือ สักประมาณสามสิบสี่ร้อยบาท
ถ้าเป็นรายไตรมาสจะเห็นว่า,เป็นไลฟ์จากนั้นเนี่ยจะเห็นว่า
หลัก ๆ,แปลกเปลี่ยน
เราก็จะสูงสุดอยู่ที่ไตรมาสที่ 2 กับ 3                                                        มี slow down ไปบ้าง ช่วงไตรมาส 4,ก็จะสูงสุดถึงที่เติมมาที่สามกษัตริย์ ของอิสโรสา บนบัตรช่วงเติมมาที่สี่
เป็นช่วงที่ ตลาดเรา,เป็นช่วงที่ อันสร้างตลาดร้อน
 เรื่องวัตถุดิบมีความผันผวน ปรับตัวลดลงมาบ้างนะครับ,เริ่มวัตถุดิบและบิด ออกกำลังตัววัตถุดิบน้ำหนาว
ในขณะที่สัดส่วนเราก็ยังเป็นการส่งออกไปจําหน่ายในต่างประเทศมากกว่า,ในขณะที่สังคมสูงเราก็ยังเป็นการส่งออกไปจากนายกรัฐมนตรีมากกว่า
53,สิบสาม
จําหน่ายในประเทศก็ 47,จำนาญแต่ประเทศเพราะสี่สิบเจ็ด
คราวนี้มาดูกันบ้างว่า,ตอนนี้มาดูเด็กบ้านก็
performance ของเราเนี่ย,พวกความเหนื่อยนั้น ของกล่องเนี่ย
ที่ทางคุณพรพิวรรณแจ้งว่า,ที่มีธรรมของคุณพร้อมที่ว่าจะว่า
เรามีติดขาดทุนอยู่เนี่ย,เก่ามีนเป็นกระทู้ดูเหมือนกัน
ความผันผวน,ก็จะเป็นกิเลส
หรือว่า,ว้าว
อัตรากําไรเราเป็นยังไงบ้าง สําหรับปีนี้ที่ผ่านมา,กำไรแล้วไปเห็นสบายสำหรับปีนี้ต่างๆที่ข้ามมา
หลายไตรมาส ตั้งแต่ไตรมาสที่ 1 ถึงไตรมาสที่ 4,จาก แกรมมา ตั้งแต่ แกรมมา ที่ 1 จาก แกรมมา ที่ 4
จะเห็นว่า,คิดว่า
ถ้าเราดูกันที่,ทางอดีตเราดูอุบัติที่
อัตรากําไรขั้นต้นรายไตรมาส,จากกำลังทุน สายกระจาย
ก็จะเห็นว่า ไตรมาสที่ 1 กับ 4,ก็จะเห็นว่าไปมากที่หนึ่งและสี่เหมือนกัน
เป็นไตรมาสที่เราอาจจะได้รับผลกระทบ,เป็นไปมากที่เราอาจจะได้รับผลกระทบ
ในแง่ของราคาวัตถุดิบ,เป็นแง่ของราคาวัตถุดิบนะครับ
ผันผวนนิดนึง,อันดับอวดอีกหนึ่ง
ในช่วงของไตรมาสที่ 1 ก็เป็นช่วงที่ขาขึ้นของ,ในช่วงของไตรมาสที่ 1 ก็เป็นช่วงที่ขาขึ้นของ
ไม่ว่าจะเป็น ค่าขนส่ง,ไม่ว่าจะเป็นค่าฝูงส่ง
วัตถุดิบต่าง ๆ,What would be the best?
material มีการขาดแคลนกันด้วย,แบคทีเรียมมีการผ่าแพร่กันด้วยนะครับ
แล้วก็นําพาวัตถุดิบปรับปรุงสูงขึ้นอย่างรวดเร็ว,แล้วก็หาวัตถุดิบบ้านตึกสูงขึ้นอย่างรวดเร็ว
หลังจากเริ่มฟื้นตัวจากสถานการณ์โควิด,อย่าเสนอหมดสุข ทุกคนส่งผลส่วนใหญ่มากนะครับ ดูดี
เราก็ได้รับผลกระทบไปช่วงนึงในไตรมาสที่ 1,ว่าในอนาคตก็ถูกไป เอาช่วงนึงเสร็จแล้วอาทิตย์นึง
หลังจากนั้นไตรมาสที่ 2,จากนั้นเดี๋ยวกันมาที่สองของเรา
เริ่มฟื้นตัวดีขึ้น สามดีขึ้น,ลดฝุ่นตัวสิ่งขึ้น สร้างอุบัติพื้น
แล้วก็มาเริ่มประสบปัญหาอีกทีนึง ในช่วงของการ slow down ของรายได้,แล้วก็มันเริ่มประสบปัญหาอีกทีหนึ่งในช่วงต้นการ Slow Down ของหัวไอ้จ้าย
และธุรกิจต่าง ๆ,ขอบคุณคิดเติมตา
ที่เริ่มชะลอตัวในช่วงของ,เริ่มสลับตัวไปช่วงตอนนี้
ปลายไตรมาส,ปล่อยใจมาก
ไม่ว่าจะเป็น ตลาดในประเทศเอง และต่างประเทศ,แล้วก็อาจจะเป็นตลาดในประเทศเอง แล้วก็บางประเทศนะครับ
ก็จะเห็นว่า,กดใช้กินกว่า
สถานการณ์ของตลาดโลก,และแขนงการณ์ของตลาดลม
เศรษฐกิจก็ยังมีความผันผวนอยู่,เศรษฐกิจก็ยังมีความอันปูนอยู่
เพราะฉะนั้น,ก็คือมาก เนี่ย
cost ต่าง ๆ ที่เราปรับตัวสูงขึ้น,ขอบคุณต่างๆที่ระบาดตัวสูงขึ้น
จากในแง่ของวัตถุดิบ เพราะเรามีการพึ่งพิงวัตถุดิบ ในส่วนของปิโตรเคมีเยอะ,ในแง่ของวัตถุดิบนะครับเพราะเรามีการขึ้นพิมพ์วัตถุดิบในส่วนของปิโตรเคมีเยอะนะครับ
ไม่ว่าจะเป็น เม็ด plastic resin เอง,แต่ว่าจะเป็นของเป็นพลาสติกเลซินเอง
ที่นําเข้าจากต่างประเทศ แล้วก็,ที่นำเข้าจากต่างประเทศนะครับ แล้วก็
สารละลาย plasticizers ต่าง ๆ,และเหล่ากับสิ่งใส่เสื้อต่าง ๆ
ไม่ว่าจะเป็น DMP,ไม่ว่าจะเป็น D&T
หรือว่าในส่วนของสารละลาย,ว่าในส่วนของสหราช
ตัวทําละลายของ,ก็คือ คำนวณว่า สมเด็จ
solvent ในส่วนของธุรกิจกาวเอง,เกิดขึ้นในส่วนของธุรกิจการเอง
ก็มีความผันผวน และปรับตัวสูงขึ้น ในช่วงของไตรมาสที่ 3,ก็มีความกล้าวต่างต่างตัวสูงขึ้นในช่วงของการปฏิเสธ
อยู่พอสมควร,และสุขุม
ในขณะที่วัตถุดิบ ยาแนว,ขณะที่วัตถุดิบยากแล้ว
ก็มีความผันผวนอยู่,ติดตั้งทั้งปวงอยู่
ในแง่ของราคา ตัว resin สําหรับนํามาใช้ในการผลิต,ของประชาธิปไตย อาคารของตัว อัลเบซินสำหรับน้ำ ใบฉายในจังหวัด
ยาแนวของเราเอง,เพื่อน ๆ ของผมก็ดี ผมก็ดี
เพราะปัจจุบันเราผลิตเนื้อยาแนวได้ด้วยตัวเองด้วย,ปัจจุบันเรา รับผิดเหนืออย่างแนวไปด้วย พวกนี้อีกด้วย
แล้วยาแนวสําเร็จรูปก็มีการปรับตัวสูงขึ้นเช่นกัน,แล้วก็ยายแม่สมเด็จดูก็มีการปรับตัวสุขขึ้นเช่นกัน
เพราะฉะนั้นก็จะเห็นว่า,ก็จะเห็นว่า
อัตรากําไรขั้นต้นในช่วงของไตรมาสที่ 1 และ 4 ปรับตัวลดลง,ก็จะทำได้ขั้นต้นในช่วงของสัญญาณที่ 1 และ 4 ปรับตัวลดลงกัน
ต่ํากว่า 4%,ประมาณ 5%
และมีผลขาดทุน,ก็ผิดผลกับผู้หุบหุน
ในไตรมาสที่ 4 เรามีขาดทุนอยู่,แต่มาที่ 4 แล้วมีการทุบถึงสิบเจ็ดร้อย
17 ล้านบาท,อ้อ โอเค
เพราะฉะนั้นทั้งปี หลังจากเรา,ทั้งปีหลังจากเราค่อยๆ
consolidate,โอ้ พี่บิ๊ก
รวมกับบริษัทย่อยอีกพันนึง,กับเศรษฐกิจย่อยอีกพันหนึ่ง
มี bio เข้ามาด้วย,ด้วย
เพราะฉะนั้นเราก็จะติดขาดทุน,ถ้าจะนอนก็จะติดขับบุก
6.9 ล้านบาท,จุดยาวหลังกล่าว
สําหรับอัตราส่วนทางการเงินที่สําคัญ,แล้วก็อัตราส่วนทางการเมืองที่สำคัญ
อัตรา,แม่
กําไรขั้นต้นนะครับ อย่างที่กราฟเมื่อสักครู่นี้นะครับก็จะเห็นว่า                          มีความผันผวนช่วงไตรมาสที่ 1 กับ 4,กำไรดั้งต้นเป็นที่กราฟเมื่อสักครู่นี้ ก็จะเห็นว่ามีความพันธุช่วงจุดมากที่ 1 กับ 4
เพราะฉะนั้น โดยเฉลี่ยเราก็ปรับตัวอยู่ค่าเฉลี่ยประมาณ 9.3% นะครับ,ฉะนั้น โซเชอรี่ ปรับตัวอยู่ค่าเฉลี่ยสักประมาณ 9.3%
ก็ปรับตัวลดลงจากปีที่แล้ว ที่มีอยู่ซักประมาณ 16% นะครับ,ตัวลดลงจากปีที่แล้ว ทีนี้อยู่สักประมาณ 16% นะครับ
ในปีที่แล้ว,ที่แล้วเนี่ย
ในช่วงของสถานการณ์โควิด,ไม่ช่วย สถาบันการปกป้อง
ช่วงกลาง ๆ,ช่วงกลางๆ
ก็ยังราคาวัตถุดิบไม่ค่อยได้ปรับตัวสูงขึ้นนัก,เพราะอย่างราคารถนนปีทเนี่ย มันค่อยได้ปรับตุ่มสูงขึ้นมา
ในขณะที่,ขณะที่
Net profit margin,ผมคิดมาจริงแล้วก็ลืม
เราก็เลยติดลบอยู่ 0.32%,เศรษฐกิจ รถ หุ้น ศูนย์ จุด ช้าง สังคม สิงห์
Return on Equity เราก็ลบอยู่ประมาณ,มันเป็นควิตตี้ แล้วก็ ตกอยู่ประมาณหนึ่ง
1%,ก็สิ
สอดคล้องกับ Return on assets,พร้อมกับปิดเดือนวันแพทเซฟ
ที่ปรับตัวลดลงเช่นกัน,การปฏิบัติตัวหลงเช่นกัน
ติดลบอยู่ 0.45%,ลบเป็น 0.45
ปัจจุบันเรามี DE,คือ ภาระ ปฏิทิน
debt-to-equity,ก็คงเป็นหุ่นปี
อยู่ที่ประมาณ 1.5 เท่า,ที่ประมาณ 1.5 เปอร์เซ็นต์
แล้วก็,อืม
 current ratio ต่าง ๆ,กริเวณที่สูง มันต่างจากที่
ที่เกี่ยวข้องกับสัดส่วนของสินทรัพย์สภาพคล่องอยู่ประมาณ,เกี่ยวข้องกับอาสาสมส์ของจิงสัตว์สะพานทองทุกประมาณ
1.2 เท่า,จุดสองเท่า
แล้ว debt ratio,ก็คลิกซื้อออกมา
ประมาณสัก 0.6 เท่า,จาก สี่ จุด หก ทาง
เรามา wrap up กันอีกทีนึง,มาร์ค รับ อัพ เป็น อีก ที หนึ่ง
นะครับ สําหรับผลการดําเนินงาน,สำหรับ ผล การดื่ม เงิน งาน
ไม่ว่าจะเป็นเรื่องรายได้ แล้วก็,ว่าจะเป็นเรื่องรายได้แล้วก็
ต้นทุน,อืม
แล้วก็,เยอะ
โดยสรุปกันอีกทีนึงนะครับ,โดยสรุปเกิดอีกทีหนึ่งนะครับ
สําหรับผลการดําเนินงานของบริษัท,ต้องผลการเงินบริหารของประชาชน
เรามี,กับ มี
new high,อยู่ ข้าง ไหน ตรง นี้
ของ revenue ของบริษัทเราอยู่ที่,ของ เรเปอร์เนอร์มุกของบริษัทเรา คิดหนึ่ง
"2,154 ล้านบาท",สองพันหนึ่งร้อยแปดสิบสี่ร้อยบาท
ในแง่รายได้ เราเติบโตขึ้นทุกธุรกิจ,ในแง่รายได้ก็เติบโตขึ้นสู่ธุรกิจ
ไม่ว่าจะเป็น,ว่าจะเป็น
ยาแนว,ตอนนี้แล้ว
กาว แล้วก็รายได้หลักของเรา,แล้วก็แรงกายหลังของเราคือ
คือ เม็ด plastic compound,เป็น คลาสสิค ของ บัตร มอเตอร์
ก็เติบโตขึ้น,อ่ะ ต้อง อืม
ทุกกลุ่มผลิตภัณฑ์ของเรา,ก็อาจจะดูผิดพลังของเรา
แต่ว่า แน่นอนว่าการเติบโต,ว่าแน่นอนว่าการฝึกตัวเนี่ย
มาทั้งในส่วนของรายได้ที่เพิ่มขึ้น,มา ฉันมีส่วนของรายได้ที่เพิ่มขึ้นแบบสาม
ราคาขายที่เพิ่มขึ้น แล้วก็,รักษาที่เพิ่มขึ้น แล้วก็
ปริมาณการผลิต,ไปมาการผลิต
แล้วก็จําหน่ายที่สูงขึ้นด้วย,แล้วก็จำหน่ายที่สูงขึ้นอยู่บนสิบแปดสิบ
แต่ก็มาที่ในส่วนของ,ออกมาที่ในส่วนของ
ราคาเคมีภัณฑ์,ราคา คิวิพันธุ์
ต้นทุนการผลิตที่เพิ่มขึ้นเช่นกัน,การผลิตที่เพิ่มขึ้นเช่นกัน
ไม่ว่าจะเป็นส่วนของ,ก็ ไม่ ว่า จะ เป็น ส่วน ปกเกณฑ์
"resin, plasticizers",สิ้น ตัด ชื่อ ใส่ เสื้อ
ต่าง ๆ,บ๊ายบาย
แล้วก็,โอ้
ในส่วนของ solvent,ใน สวน ของ เสวี่ยน นะครับ
ผลกระทบของสถานการณ์ของ สงครามรัสเซีย-ยูเครน ที่ยังยืดเยื้ออยู่,ผลกระทบของสถานการณ์ของสงครามประเสนยุเคราะห์ที่ยังยืดเยื้ออยู่
ปัจจุบันก็ยังยืดเยื้ออยู่ต่อปีหนึ่ง,ประสบปัตย์ตัวอย่างยืนเหนืออยู่นะครับกว่าปีกลางๆ
ก็ยังมีผลทําให้ราคาเคมีภัณฑ์เราปรับตัวสูงขึ้น และผันผวนอยู่,ก็ยังมีผลทำให้ราคาเคมีผ่านลาดดับตัวสูงขึ้นอยู่ แล้วก็ทำตัวอยู่
ในขณะที่ต้นทุนทางการเงิน,แต่ขณะที่ต้นทุนจำกัดเหมือน
แน่นอนว่า,กัน ต้อง วัด
อัตราดอกเบี้ยปรับตัวเพิ่มสูงขึ้น,กลายเป็นสเปรียญต่างตัว เพิ่มสูงขึ้น
ในขณะที่เราก็ยังมีการใช้,ในขณะที่เราก็ยังมีการใช้
เงิน financing support ในส่วนของ,เงิน ฟินาซิ่ง สะท้อน ใน ส่วน ของ
working cap อยู่พอสมควร,กินแขกที่พอสมควร
สําหรับไตรมาสที่ผ่านมา,สำหรับด้วยบัตรที่ดินได้
สําหรับปีที่ผ่านมา,ปีที่ผ่าน
แล้วก็ความผันผวนของอัตรา,เกือบสามสิบหกแปด
แลกเปลี่ยนก็เป็นอีกปัจจัยหนึ่ง,และเปลี่ยนก็เป็นอีกปัจจัยหนึ่ง
ที่ทําให้ในปีที่ผ่านมา,ที่ทำให้ในปีที่ผ่านมาเนี่ย
เราขาดทุนกับอัตราแลกเปลี่ยน,เรา เราเห็น อ่า ขาดทุน แก่ พาแล้ว เกรียน จุดสด
ประมาณ 3 ล้านบาททั้งปี,ประมาณทั้งสามล้านบาททั้งปี
ทําให้โดยสรุปแล้ว เรามีผลขาดทุน,ทำให้ตัวสรุปแล้วเนี่ย เรามีผมครับคุณ
สําหรับปี 2022 อยู่ที่ประมาณ,สำหรับปี 2022 อยู่ที่ประมาณสัก
6.93 ล้านบาท,จุด กลาง สาม ล้าน บาท
เทียบกับกําไรสุทธิที่ในปีก่อนหน้า,ก็ตายสุดที่ ที่ในปีก่อนหน้า
ที่ประมาณ 78 ล้านบาท,ก็คือ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงสัย ของ ความสงส
อันนี้ก็เป็นภาพรวมของบริษัท สําหรับไตรมาสที่ 4 แล้วก็ปี 2565 นะครับ,ก็เป็นภาพรวมของบริษัทสำหรับ สายมาที่ 4 แล้วก็ปี 2565 นะครับ
ที่เป็นปีที่รายได้เราดีนะครับ แต่ว่าความผันผวนของวัตถุดิบก็มีผลกระทบต่อต้นทุน แล้วก็อัตรากําไรเราเช่นกันนะครับ,เป็นปีที่ไว้ได้แล้วดีนะครับ แต่ว่าความทั้งส่วนของวัตถุดิบก็มีผลกระทบต่อต้นทุนและก็จะทำลายเราเช่นกันนะครับ
ถัดไปนะครับ,ได้ นะครับ
คุณพรพิวรรณ ก็จะอัปเดตในส่วนของธุรกิจต่าง ๆ ของ ADB,อันนี้วันก็จะเด่นในส่วนของธุรกิจต่างๆของ DBB ในปีที่แล้ว
ในช่วงของปี 2566,ในช่วงของปี 2560
นะครับ ว่าของเรามีโครงสร้างบริษัท แล้วก็มีทิศทางการดําเนินธุรกิจอย่างไรในปีนี้ครับ,ว่า พร้อมรับมีโครงสร้างบริษัทและกรมวิธีทางการดำรงสรุปอีกอย่างน้อยหนึ่งปี
ในปี,ในปี
2023 นะคะ,สองพันยี่สิบสามนะคะ
บริษัทก็ได้มีการปรับโครงสร้าง,บริษัทก็ได้มีการปรับโครงสร้าง
ให้มีความชัดเจนขึ้น ในเรื่องของ,ให้มีความชัดเจนขึ้นในเรื่องของ
โครงสร้างของผลิตภัณฑ์ รวมถึงต้นทุนต่าง ๆ,กับโครงสร้างของผลิตภัณฑ์รวมถึงต้นทุนต่างๆ
เพื่อให้บริษัทได้มีการ,เพื่อให้บริษัทได้มีการ
แตกบริษัทลูกออกมาให้มีความชัดเจน ในเรื่องของการดําเนินธุรกิจ,แต่บริษัทลูกมาให้มีความชัดเจนในเรื่องของการดำเนินธุรกิจ
ในการคิดต้นทุนต่าง ๆ รวมถึงการมีโอกาสต่าง ๆ ในการลงทุนเพิ่มเติมในอนาคตได้ชัดมากยิ่งขึ้น,ในการคิดต้นทุนต่างๆ รวมถึงการมีโอกาสต่างๆ ในการลงทุนเพิ่มเติมในอนาคตได้ชัดมากยิ่งขึ้นนะครับ
ในส่วนของ NV,ในทีมส่วนของ เอบีบี
listed company เองเดิม,รัก ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ ความรัก ของ
เราก็ยังคงเป็น ADB ที่มี,เราก็ยังคงเป็น APP ที่
list อยู่ในตลาดอยู่เหมือนเดิมนะคะ,อยู่ในตลาดอื่นเดิมนะคะ
โดยตัวโครงสร้างหลักของผลิตภัณฑ์ ก็คือ                                                 จะเป็นเรื่องของ plastic compound เป็นหลัก,โดยตัวโครงสร้างหลักของผลิตภัณฑ์ก็คือจะเป็นเรื่องของพลาสติกคอมเปาเป็นหลัก
ส่วนนี้จะอยู่ในบริษัทแม่ทั้งหมด                                                              ไม่ว่าจะเป็น grade สําหรับสายไฟฟ้า หรือสายเคเบิล,ส่วน นี้ เนี่ย จะ อยู่ ใน บริษัท แม่ ทั้ง หมด นะ ครับ ไม่ ว่า จะ เป็น เกรด สำหรับ สาย ไฟฟ้า หรือ สาย เก ป โบ
หรือการเติบโตในเรื่องของ medical,การเติบโตในเรื่องของ Medical
grade ในอนาคต,ในอนาคต
หรือแม้กระทั่งเรื่องของ PC compound อื่น ๆ,แม้กระทั่งเรื่องของฟิสิกส์คำปราบทุกๆ อย่าง
เพราะฉะนั้นในส่วนนี้บริษัทแม่ก็ยังคง,เพราะฉะนั้นในส่วนนี้เนี่ย บริษัทแม่ก็ยังคง
run ในธุรกิจของ,อยู่ในธุรกิจของ
เม็ด PVC compound เหมือนเดิม,เฮ้ย ผิว สี คำ ตาม เนี่ย เหมือน เดิม
ซึ่งในเรื่องของสัดส่วน และการเติบโตก็จะได้มีการนําเสนอในลําดับต่อไป,ซึ่งในเรื่องของตัดส่วนและการเติบโตเนี่ย ก็จะได้มีการนำเสนอในลำดับต่อไป
จากนั้นเราก็มีการเพิ่มในส่วนของบริษัทลูก,จากนั้นเนี่ยเราก็มีการเพิ่มในส่วนของบริษัทลูก
