true_text,pred_text
รายได้เฉพาะกิจการ ก็จะพอเห็นนะครับว่า,ก็จะพอเห็นว่า
รายได้ทั้งหมดของ,ในการทำบทคอม
เม็ด plastic compound,และกำบัตร
เพราะว่าหลังจากเรา,แน่นอน
spring off,อ๋อ โอเค
เราแยกธุรกิจ compound ไป,แล้วเรียกว่า ถึงคำตอบ
เราแยกธุรกิจยาแนว,เราอยากให้พวกมันกินแบบนั้น
แล้วก็กําอุตสาหกรรมไปนะครับ,แล้วก็กล้าสักกล้าไปนะครับ
ที่เหลือในอนาคต,ที่หรือประจำขณะคน
เราก็จะพอเห็นว่า,เราก็จะพอเห็นว่า
ธุรกิจงบเดียวของเราก็จะเป็น,ก็คิด งบที หรือประจำเป็น
ธุรกิจเม็ด plastic compound เป็นหลักนะครับ,บริกฤษเม็ดภาษีประมาณนี้
"รายได้ 1,280 กว่าล้าน","ได้ 1,380 วันละ"
96% เป็นรายได้จากในประเทศนะครับ,96% เป็นรายได้จากในประเทศ
แล้วก็มีส่งออกไป 4% ยังต่างประเทศ,สมมุติที่สมมุติว่า สิ่งประเศษอย่างต้า
ตลาดส่งออกหลัก ๆ ของเรา ก็ยังเป็นตลาดทางเอเชียใต้ อินเดียนะครับ,สมอดประกร่างของเราก็ยังเป็นประหลาด ตามเมเชียตรายินเทีย
แล้วก็ใน,ครับ ใบ
แถบ AEC ของเราอยู่,แท็ก เอ็ม นี้ สิ่งที่ผมกล่าวอยู่
ในขณะที่รายได้ของเรา,ในขณะที่รายได้ของเราเนี่ย
หลัก ๆ ก็มาจากเม็ดพลาสติก,แล้วก็มาจากเบ็ดคลาสติก
สําหรับทําสายไฟ,สำหรับทำสารไป
สายเคเบิลเป็นหลักนะครับ,ก็จะสร้างเกมต์ให้พลังกัน
746 ล้านบาท,ป๊าป๊าป๊า
ตามมาด้วยตัว,อ้าว มาด้วย ตัว
เม็ดพลาสติกสําหรับทางการแพทย์,เป็นพลาสติกสำหรับทางการแพทย์
314 ล้านบาท,มีสิ่งสีหลายๆ
แล้วก็เปิดใช้งานทั่วไป อีก 222 ล้านบาท,ก็เกรดใช้งานทั่วประหลาด 222 ล้านบาท
จะเห็นว่า,ว้าว
ในส่วนของการเติบโตหลัก ๆ ของเราก็ยังมาจาก,ในส่วนของการเติบโตหลัก ๆ ของเราก็ยังมาจัด
สายไฟ สายเคเบิล,ใส่ไฟ ใส่เก็บเบาะ
เมื่อเทียบกับปีที่ผ่านมา,ปีที่ผ่านมา
แล้วก็ที่เติบโตขึ้นพอสมควรในปีนี้ ก็คือ,ก็ที่เติบโตขึ้นพอสมควรในปีนี้ก็คือ
สายไฟสําหรับทางการแพทย์,สำหรับถามการแพทย์
เพราะว่าในปีนี้ ไตรมาสที่ 4,ในปีนี้ประมาทที่ 4 เราจะ
เราได้ติดตั้งเครื่องจักรแล้วเสร็จไปแล้วเครื่องที่ 4,เราได้ตั้งจัดจัดแล้วเสร็จไปแล้วเพื่อที่สี่
กับ 5 นะครับ,อ่า นักภาพเช็ด
เพราะฉะนั้น เราเริ่มมีรายได้เชิงพาณิชย์สําหรับเม็ดพลาสติก,ดังนั้นเราเริ่มมีรายได้เชิงพาณิชย์สำหรับเบ็ดพลาสติก
ทางการแพทย์เพิ่มเติม ในช่วงของไตรมาสที่ 4 เข้ามาด้วย,และการแพทย์เพิ่มเติมในช่วงของประมาทที่ 4 ครับคุณผู้หญิง
เพราะฉะนั้น ก็จะเห็นจําแนกตามไตรมาส,ก็จะเห็นจำแน่ตามจำมา
เม็ด plastic compound สําหรับทางการแพทย์ และเติบโตขึ้นเป็นลําดับ,ทักษิตของฝ่าสำหรับทางการแพทย์แหล่งเติมเติมขึ้นไปลำดับ
ถ้าเฉลี่ยรายไตรมาสก็อยู่ซักประมาณ,เฉลี่ยรายไปมากเนี่ย ก็คือว่าสักประมาณสัก
ตั้งแต่ 300 ขึ้นไป จนถึงไตรมาสที่ 1,ขึ้นไป จนถึงตรายมาที่ 1 ทีแล้ว
ที่เราเป็นจุดสูงสุดของปีนี้ คือ,เป็นทุกส่วนสุขมินิค ที่สำนัก
350 ล้านบาท,อาศิกษ์ต้องการ
เราปิดไตรมาสที่ 4 อยู่ที่ประมาณ 302 ล้านบาท,ปิดแจรมาทที่ 4 ประมาณสัก 302 ล้านบาท
มี slow down ลงไปบ้าง,ที่สะโลกราว
ในช่วงของไตรมาส 3 และ 4,ในบางเรื่องของไตรมาชา และสิ่ง
ในขณะที่กลุ่มของกาวอุตสาหกรรมนะครับ,ในขณะที่กลุ่มของอุตสาหกรรม
ก็เป็นส่วนของรายได้,ก็เป็นส่วนของรายได้
295 ล้านบาท,295 ล้านบาท
กาวอุตสาหกรรมเราก็เติบโตขึ้นเป็นลําดับ,การวิสัยการเราก็เติบโตขึ้นไปลำดับนะครับกว่าสิ
กว่า 40% ของปีที่แล้ว,10% ของปีที่แล้ว
เพราะฉะนั้น ตลาดหลัก ๆ,ก็จะนั่งเนี่ย ตลาด แล้วตลาดของมัน
ของเราก็ยังเป็นตลาดในประเทศอยู่สําหรับกาวอุตสาหกรรม,ของเราก็ยังเป็นตลับในประเทศอยู่สำหรับการอุตสาหกัด
เรามี export 40% ด้วยกัน,ก็มี Export ทุก 40% นะครับ
จะเห็นว่ากาว,จะเห็นว่ากาว
อุตสาหกรรมเรามีส่งออกตั้งแต่ประเทศในแถบแอฟริกา,แล้วมีส่งออกตั้งแต่ประเทศแขกแอฟริกา
แล้วก็ประเทศในแถบเอเชียใต้,ประเทศในแถบเอเชียตา
เป็นหลัก,นะครับ
แล้วก็มีประเทศในแถบ AEC ของเรา,แล้วก็มีประเทศในแถบ ABC ของเรา
ตลาดที่โต ๆ,พี่ต้องต้อง
เยอะ ๆ,แล้วก็น่ะครับ
ส่วนหนึ่งของเราก็คือ ตลาดของเวียดนาม,ของเรา ก็คือ ระหลักของเวทนาน
เติบโตขึ้นเป็นลําดับเหมือนกัน สําหรับกาวอุตสาหกรรมของเรา,เปิดโตขึ้นเป็นระดับเหมือนกัน ระดับการสร้างการเหมือนกัน
ถ้าเราเรียงเทียบตามรายไตรมาส,ถ้าเรารีบเทียบกันรายไตรมาก
เติบโตขึ้นโดยต่อเนื่องครับ สำหรับกาวอุตสาหกรรม,แต่ต่อขึ้นโดยต่อไม่ได้รัน สำหรับการสร้างการ
สําหรับธุรกิจยาแนว,สำหรับธุรกิจอย่างแนว
แล้วก็ DIY,แล้วก็ดีในวาย
ปกติเราก็จะเป็นการส่งออกไปจําหน่ายยังต่างประเทศเป็นหลัก,ปกติเราก็จะเป็นการส่งออกไปจำหน่ายอย่างตามสถานที่ให้ไปหลัง
ไม่ว่าจะเป็น แบรนด์ของเราเอง,ไม่ว่าจะเป็นแปลของเราเอง
หรือว่ามีการทํา OEM ให้กับลูกค้าด้วย,หรือว่ามีการทำโบคิดเล็มให้กับลูกค้าด้วย
รายได้ปัจจุบันกลุ่มของยาแนว,รายรายปัจจุบันนี้ โกรธของพี่อาแนว
579 ล้านบาท ทั้งปี,579 ล้านบาทจนตึง
ถือว่าเติบโตขึ้นประมาณ,ว่า ตะตอบ คลิ้น ประมาณ
ร้อยละ 20 นะครับ จากปีที่ผ่านมานะครับ,120 จากปีที่ผ่านมา
หลัก ๆ เลยก็เป็นการเติบโตของกลุ่มของ,หลัก ๆ เลยก็เป็นการตื่นต่อของปุ่มของ
ธุรกิจยาแนวเป็นหลัก,กินได้อาจจะเป็นลำบัตรเบา
ปัจจุบันเรามีรายได้อยู่ 345 ล้านบาท,รายได้อยู่ 345 ล้านบาท
ตามมาด้วย DIY 200 ล้านบาท แล้วก็ supporting,มันเกิดดีบ้าง 200 ล้านบาท แล้วก็ Supporting
เป็นสินค้าเกี่ยวเนื่อง อยู่ซักประมาณ 34 ล้านบาท,สิ้นค้าเกี่ยวกับสักประมาณสัก 4 ราคาสิ้น
ถ้าเป็นรายไตรมาสจะเห็นว่า,เป็นรายจากมหาลเนี่ยจะเห็นว่า
หลัก ๆ,แปลก แปลก
เราก็จะสูงสุดอยู่ที่ไตรมาสที่ 2 กับ 3                                                        มี slow down ไปบ้าง ช่วงไตรมาส 4,ก็จะสูงสุดอยู่ที่ไพรมาทที่ 2 อาสาหรัฐ อาปารัมิสาโลดา คือ ไพรมาทที่ 4
เป็นช่วงที่ ตลาดเรา,ก็จะมีที่จะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบบที่ว่า อาจจะทำให้มันเป็นแบที่ว่า อาจจะทำให้มันเป็นแบที่ว่า อา
 เรื่องวัตถุดิบมีความผันผวน ปรับตัวลดลงมาบ้างนะครับ,เรื่องวัตถุดิบเรื่องมีคำอันตรวจปรับตัวกับวัตถุอำมาตรภาพ
ในขณะที่สัดส่วนเราก็ยังเป็นการส่งออกไปจําหน่ายในต่างประเทศมากกว่า,ในขณะที่สัดศูนย์เราก็ยังเป็นการส่งออกไปจัดลายต่างประเทศมากกว่า
53,ใช่
จําหน่ายในประเทศก็ 47,ก็ 47 วัน
คราวนี้มาดูกันบ้างว่า,คราวนี้มาดูกันบ้างว่า
performance ของเราเนี่ย,ขอบคุณครับ แมน ของเรา
ที่ทางคุณพรพิวรรณแจ้งว่า,ที่มีทำคุณพรพิวัลแจ้ว่า
เรามีติดขาดทุนอยู่เนี่ย,มีดิกทุนร่วมเนี่ย
ความผันผวน,ก็ความอันทนี้
หรือว่า,ว้าว
อัตรากําไรเราเป็นยังไงบ้าง สําหรับปีนี้ที่ผ่านมา,อัตรากำไรเราเป็นอย่างไรบ้าง สำหรับปีนี้ทั้งที่ผ่านมา
หลายไตรมาส ตั้งแต่ไตรมาสที่ 1 ถึงไตรมาสที่ 4,ตั้งแต่ไตรมาที่ 1 ตั้งแต่ไตรมาที่ 4
จะเห็นว่า,แล้วเผ็ดว่า
ถ้าเราดูกันที่,ที่มีความรับรู้กันที่
อัตรากําไรขั้นต้นรายไตรมาส,จากกำแหน่งขั้นต้น รายแต่มาก
ก็จะเห็นว่า ไตรมาสที่ 1 กับ 4,ก็จะเผ็ดว่า ใต้มากินในกระสิ่งนี้
เป็นไตรมาสที่เราอาจจะได้รับผลกระทบ,เป็นไตรมาทที่เราอาจจะได้รับผลกระทบ
ในแง่ของราคาวัตถุดิบ,ในแง่ของราคาวัตถุดิบ
ผันผวนนิดนึง,ก็ว่าดิน
ในช่วงของไตรมาสที่ 1 ก็เป็นช่วงที่ขาขึ้นของ,ในช่วงของกรมะที่ 1 เนี่ย ก็เป็นช่วงที่ขาขึ้นของ
ไม่ว่าจะเป็น ค่าขนส่ง,ไม่ว่าจะเป็นค่าส่งส่ง
วัตถุดิบต่าง ๆ,ว่าจะมีตรรภาพ
material มีการขาดแคลนกันด้วย,Material We Can't Care ด้วย
แล้วก็นําพาวัตถุดิบปรับปรุงสูงขึ้นอย่างรวดเร็ว,แล้วก็หนักค้ามาทุกวิธีตามสูงขึ้นอย่างรวดเม็ด
หลังจากเริ่มฟื้นตัวจากสถานการณ์โควิด,ต้องกระทั่งพันธุ์
เราก็ได้รับผลกระทบไปช่วงนึงในไตรมาสที่ 1,ก็ได้รับผลกระทบไปช่วงหนึ่งใน 3 อาทิตย์หนึ่ง
หลังจากนั้นไตรมาสที่ 2,จากนั้นในปริมาทที่สรรค์
เริ่มฟื้นตัวดีขึ้น สามดีขึ้น,และมีความสุขที่คุณสามารถเรียกสิ่งหน่อย
แล้วก็มาเริ่มประสบปัญหาอีกทีนึง ในช่วงของการ slow down ของรายได้,แล้วก็มาเริ่มประสบประทับอีกทีหนึ่ง ในช่วงของการ Slow Down ของรายได้
และธุรกิจต่าง ๆ,ก็ต้องกินต่าง ๆ
ที่เริ่มชะลอตัวในช่วงของ,เรื่องฉลาดตัวในช่วงของ
ปลายไตรมาส,ปลายใจมาก
ไม่ว่าจะเป็น ตลาดในประเทศเอง และต่างประเทศ,มันก็อาจจะเป็นสลัดในประเทศเอง แล้วก็ต่างประเทศ
ก็จะเห็นว่า,เจอกันว่ะ
สถานการณ์ของตลาดโลก,สถานการณ์ของตลาดโลก
เศรษฐกิจก็ยังมีความผันผวนอยู่,และกิ๊กก็มีความอาหารโหลด
เพราะฉะนั้น,เป็นฉะนั้นเนี่ย
cost ต่าง ๆ ที่เราปรับตัวสูงขึ้น,Course ต่าง ๆ ที่เราปรับตัวสูงขึ้น
จากในแง่ของวัตถุดิบ เพราะเรามีการพึ่งพิงวัตถุดิบ ในส่วนของปิโตรเคมีเยอะ,ในแง่ของวัตถุดิตนะครับ เพราะเรามีการขึ้นพิมพ์วัตถุดิตในสูตรของปิโตเคมีเยอะนะครับ
ไม่ว่าจะเป็น เม็ด plastic resin เอง,หมายถึงว่าจะเป็นของ Plastic resin
ที่นําเข้าจากต่างประเทศ แล้วก็,ที่นำเข้าจากต่างประเทศนะครับ แล้วก็
สารละลาย plasticizers ต่าง ๆ,และ line classificer ต่าง ๆ
ไม่ว่าจะเป็น DMP,ว่าจะเป็น D&P
หรือว่าในส่วนของสารละลาย,หรือว่าในส่วนของสารละลาย
ตัวทําละลายของ,ก็ทำลายลายของ
solvent ในส่วนของธุรกิจกาวเอง,ในศูนย์ของธุรกิจกาเวียน
ก็มีความผันผวน และปรับตัวสูงขึ้น ในช่วงของไตรมาสที่ 3,ก็มีความผลัพธ์ตัวสูงขึ้นในช่วงประมาทที่ 3
อยู่พอสมควร,แล้วมันควร
ในขณะที่วัตถุดิบ ยาแนว,ในขณะที่วัตถุดิบอย่างแนว
ก็มีความผันผวนอยู่,ต้องมีประหัตุกวันดู
ในแง่ของราคา ตัว resin สําหรับนํามาใช้ในการผลิต,ของราคาตัวเลซินสำหรับหนำมาใช้ในการผลิต
ยาแนวของเราเอง,แม้ว่าเขาเก็บรอบไปที่นี่
เพราะปัจจุบันเราผลิตเนื้อยาแนวได้ด้วยตัวเองด้วย,จะปล่อยเรา รับผลิตเหนืออย่างแนวได้ด้วยตัวเองด้วย
แล้วยาแนวสําเร็จรูปก็มีการปรับตัวสูงขึ้นเช่นกัน,แล้วก็อย่าแน่ใส่แบบนี้ ก็มีการตอบตัวสมควรเช่นกัน
เพราะฉะนั้นก็จะเห็นว่า,เพราะฉะนั้นก็จะเห็นว่า
อัตรากําไรขั้นต้นในช่วงของไตรมาสที่ 1 และ 4 ปรับตัวลดลง,จะทำอะไรขั้นต้นในช่วงไตรมาสที่ 1 และ 4 ปรับตัวลดหลบต่อ
ต่ํากว่า 4%,ของสิ่งต่อเส้น
และมีผลขาดทุน,ของที่ปกติ
ในไตรมาสที่ 4 เรามีขาดทุนอยู่,แต่มาที่สี่ เราไปคับตัว
17 ล้านบาท,อ๋อ จ้ะ
เพราะฉะนั้นทั้งปี หลังจากเรา,เพราะฉะนั้นทั้งปีหลังจากลาคอน
consolidate,โอบินิท
รวมกับบริษัทย่อยอีกพันนึง,กลมกับสวยสัตว์ย่อย นิทาน และหลาย ๆ
มี bio เข้ามาด้วย,ไม่ได้ไหวจรรย์
เพราะฉะนั้นเราก็จะติดขาดทุน,ก็จะนำมากว่าจะมีติดข้างบน
6.9 ล้านบาท,ถูกก้าวหลังฝัก
สําหรับอัตราส่วนทางการเงินที่สําคัญ,สำหรับอัตราส่วนอันการเงินที่สำคัญ
อัตรา,โอเค
กําไรขั้นต้นนะครับ อย่างที่กราฟเมื่อสักครู่นี้นะครับก็จะเห็นว่า                          มีความผันผวนช่วงไตรมาสที่ 1 กับ 4,กำไรกั้นต้นเป็นที่กราฟเมื่อสักครู่นี้จะเห็นว่ามีความผันผลช่วงไตรมาสที่ 1 กับ 4
เพราะฉะนั้น โดยเฉลี่ยเราก็ปรับตัวอยู่ค่าเฉลี่ยประมาณ 9.3% นะครับ,เพราะฉะนั้นโดยเฉลี่ยเราก็ปรากฏโดยถือค่าเฉลี่ยประมาณ 9.3%
ก็ปรับตัวลดลงจากปีที่แล้ว ที่มีอยู่ซักประมาณ 16% นะครับ,ตัวลดลงจากปีที่แล้วที่มีอยู่สักประมาณ 16%
ในปีที่แล้ว,ที่แล้วเนี่ย
ในช่วงของสถานการณ์โควิด,ในช่วงของสถานการณ์โกวิด
ช่วงกลาง ๆ,ช่วงกันกล้า
ก็ยังราคาวัตถุดิบไม่ค่อยได้ปรับตัวสูงขึ้นนัก,เพราะยังราคาวัตถุดินเดียว ค่อยๆ ได้ปรับสูงขึ้นค่ะ
ในขณะที่,ขณะที่
Net profit margin,โปรดคลิปมากที่
เราก็เลยติดลบอยู่ 0.32%,ติดลดจุดสูง จุดสาม สอง สาม สี่
Return on Equity เราก็ลบอยู่ประมาณ,กันเวลาที่เราต้องรู้ประมาณนึง
1%,เป็นแบบนี้
สอดคล้องกับ Return on assets,กับบริเวณวันอาเซต
ที่ปรับตัวลดลงเช่นกัน,ตัวละลงเชียงการ
ติดลบอยู่ 0.45%,และก็จะเป็นปล่อยสูงที่สิ้น
ปัจจุบันเรามี DE,ก็ต้องการกับฐานการณ์
debt-to-equity,ทุกอย่างต้องเป็น
อยู่ที่ประมาณ 1.5 เท่า,ที่ประมาณ 1.5 เท่า
แล้วก็,ก็
 current ratio ต่าง ๆ,ก็เรียกเลยที่ที่
ที่เกี่ยวข้องกับสัดส่วนของสินทรัพย์สภาพคล่องอยู่ประมาณ,เกี่ยวข้องกับสักส่วนของสินทรัพย์สะพรักข้องอยู่ประมาณ
1.2 เท่า,จะสอบแทน
แล้ว debt ratio,วิเครตชอบของมัน
ประมาณสัก 0.6 เท่า,กับสัตว์สูงทุกของท่าน
เรามา wrap up กันอีกทีนึง,มา Wrap Up กันอีกทีหนึ่ง
นะครับ สําหรับผลการดําเนินงาน,สำหรับคนการดึงเบินค่ะ
ไม่ว่าจะเป็นเรื่องรายได้ แล้วก็,ไม่รู้ว่าจะเป็นเรื่องอะไรได้
ต้นทุน,ต้องต้น
แล้วก็,แล้วก็
โดยสรุปกันอีกทีนึงนะครับ,โดยสรุปกันอีกทีหนึ่งนะครับ
สําหรับผลการดําเนินงานของบริษัท,สำหรับผลการดำเนินการประเภทสาม
เรามี,และมี
new high,อยู่ฮะ
ของ revenue ของบริษัทเราอยู่ที่,ของ revenue ของบริษัทเราอยู่ที่ 1
"2,154 ล้านบาท",สำคัญในรายแฮสที่รายแบบ
ในแง่รายได้ เราเติบโตขึ้นทุกธุรกิจ,ในแง่รายได้เราเติบโตขึ้นทุกธุรกิจ
ไม่ว่าจะเป็น,ไม่ว่าจะเป็น
ยาแนว,แน่น
กาว แล้วก็รายได้หลักของเรา,แล้วหลับก็ ในรายละคร
คือ เม็ด plastic compound,เป็นพลาสติกของปัก
ก็เติบโตขึ้น,แต่ตอนกลางคืน
ทุกกลุ่มผลิตภัณฑ์ของเรา,ก็อันตุ๊กไปพันครับ
แต่ว่า แน่นอนว่าการเติบโต,แต่ว่า แน่นอนว่าการเติบโตเนี่ย
มาทั้งในส่วนของรายได้ที่เพิ่มขึ้น,มาทั้งในส่วนของรายได้ที่เพิ่มขึ้น
ราคาขายที่เพิ่มขึ้น แล้วก็,อาศัยที่เพิ่มขึ้นแล้วก็
ปริมาณการผลิต,ปริมาณการผลิต
แล้วก็จําหน่ายที่สูงขึ้นด้วย,แล้วก็จำหนักที่สูงขึ้นด้วย
แต่ก็มาที่ในส่วนของ,ก็มาที่ในส่วนของ
ราคาเคมีภัณฑ์,ทางที่มีพันต์
ต้นทุนการผลิตที่เพิ่มขึ้นเช่นกัน,การผลิตที่เพิ่มขึ้นเช่นการ
ไม่ว่าจะเป็นส่วนของ,ว่าจะเป็นส่วนตรงไว้
"resin, plasticizers",ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่ที่
ต่าง ๆ,ต่อ
แล้วก็,ก็
ในส่วนของ solvent,ในส่วนของเซาเว้นนะครับ
ผลกระทบของสถานการณ์ของ สงครามรัสเซีย-ยูเครน ที่ยังยืดเยื้ออยู่,ผลกระทบของสถานการณ์ของสงครามรัฐสีนุเครนที่ยังริดเยอะอยู่
ปัจจุบันก็ยังยืดเยื้ออยู่ต่อปีหนึ่ง,ปัจจุบันก็ยังยืดเยอะอยู่นะคะ แบบเป็นนะ
ก็ยังมีผลทําให้ราคาเคมีภัณฑ์เราปรับตัวสูงขึ้น และผันผวนอยู่,ก็ยังมีผลทำให้ราคาเคพิพาระบักตัวสูงขึ้นอยู่ แล้วก็ผ่านหัวอยู่
ในขณะที่ต้นทุนทางการเงิน,แต่ขณะที่ต้นทุนอาการเกิน
แน่นอนว่า,แน่นอนว่า
อัตราดอกเบี้ยปรับตัวเพิ่มสูงขึ้น,อันตรายจะเปรียบปรับตัวเพิ่มสูงขึ้น
ในขณะที่เราก็ยังมีการใช้,ในขณะที่หลักก็ยังมีการใช้
เงิน financing support ในส่วนของ,การแฟนแอคที่ส่วนคล้อง
working cap อยู่พอสมควร,เมาเก็บรุปรสมควร
สําหรับไตรมาสที่ผ่านมา,ก็จะไม่มีที่ให้ฝ่าย
สําหรับปีที่ผ่านมา,กับปีที่ผ่าน
แล้วก็ความผันผวนของอัตรา,แล้วก็ความผันผลของอาจารย์
แลกเปลี่ยนก็เป็นอีกปัจจัยหนึ่ง,และเปลี่ยน ก็เป็นอีกภักดิ์ใจ
ที่ทําให้ในปีที่ผ่านมา,ที่ทำให้ในปีที่ผ่านมา
เราขาดทุนกับอัตราแลกเปลี่ยน,เราอาจจะขาดทูตแก่ตาและเปลี่ยนสุดสมัย
ประมาณ 3 ล้านบาททั้งปี,ประมาณ 3 ล้านบาท ทั้งปี
ทําให้โดยสรุปแล้ว เรามีผลขาดทุน,ทำให้โดยสรุปแล้วเรามีผมขัดขุด
สําหรับปี 2022 อยู่ที่ประมาณ,สำหรับปี 2020 อยู่ที่ประมาณ
6.93 ล้านบาท,ถึงการสับบัตร
เทียบกับกําไรสุทธิที่ในปีก่อนหน้า,กับกำไรสุทีที่ในปีก่อนหน้า
ที่ประมาณ 78 ล้านบาท,ประมาณสัก 78 ล้านบาท
อันนี้ก็เป็นภาพรวมของบริษัท สําหรับไตรมาสที่ 4 แล้วก็ปี 2565 นะครับ,นี่ก็เป็นภาพรวมของบริษัทสำหรับไตรมาสที่ 4 แล้วก็ปี 2565 นะครับ
ที่เป็นปีที่รายได้เราดีนะครับ แต่ว่าความผันผวนของวัตถุดิบก็มีผลกระทบต่อต้นทุน แล้วก็อัตรากําไรเราเช่นกันนะครับ,เป็นปีที่ไว้ได้แล้วดี แต่ว่าความผันผ่วนของวัตถุดิบก็มีผลประทบต่อต้นคุณและการทำได้เราเช่นกัน
ถัดไปนะครับ,ไปนะครับ
คุณพรพิวรรณ ก็จะอัปเดตในส่วนของธุรกิจต่าง ๆ ของ ADB,ความวิวัลก็จะเด่นในส่วนของธุรกิจต่าง ๆ ของ ADB
ในช่วงของปี 2566,ช่วงของปี 2005 แล้วนะครับ บอกสิ
นะครับ ว่าของเรามีโครงสร้างบริษัท แล้วก็มีทิศทางการดําเนินธุรกิจอย่างไรในปีนี้ครับ,ว่าของเรามีโทรภสร้างบริษัท และมีทิศทางการเดินเกิดศัลกิจอย่างไรในปีนี้
ในปี,ในปี
2023 นะคะ,2023 นะคะ
บริษัทก็ได้มีการปรับโครงสร้าง,บริษัทก็ได้มีการปรับโครงสร้าง
ให้มีความชัดเจนขึ้น ในเรื่องของ,ให้มีความชัดเจนขึ้นในเรื่องของ
โครงสร้างของผลิตภัณฑ์ รวมถึงต้นทุนต่าง ๆ,กับโครงสร้างของผลิตภัณฑ์ รวมถึงต้นสุดต่าง ๆ
เพื่อให้บริษัทได้มีการ,เพื่อให้เบยทัศน์ได้มีการ
แตกบริษัทลูกออกมาให้มีความชัดเจน ในเรื่องของการดําเนินธุรกิจ,แตกบริษัทลูกมาให้มีความชัดเจนในเรื่องของการดำเนินธุรกิจ
ในการคิดต้นทุนต่าง ๆ รวมถึงการมีโอกาสต่าง ๆ ในการลงทุนเพิ่มเติมในอนาคตได้ชัดมากยิ่งขึ้น,ในการคิดต้นทุนต่างๆ รวมถึงการมีโอกาสต่างๆในการลงทุนเพิ่มเติมในอนาคตได้ชัดมากยิ่งขึ้น
ในส่วนของ NV,ในส่วนของ ABB
listed company เองเดิม,วิสเตอร์คมันให้เอง ดังนี้
เราก็ยังคงเป็น ADB ที่มี,เราก็ยังคงเป็น ADB ที่
list อยู่ในตลาดอยู่เหมือนเดิมนะคะ,อยู่ในตลาดเหมือนเดิมนะคะ
โดยตัวโครงสร้างหลักของผลิตภัณฑ์ ก็คือ                                                 จะเป็นเรื่องของ plastic compound เป็นหลัก,โดยตัวโครงสร้างหลักของผลิตภัณฑ์ก็คือจะเป็นเรื่องของ Plastic Compound เป็นหลัก
ส่วนนี้จะอยู่ในบริษัทแม่ทั้งหมด                                                              ไม่ว่าจะเป็น grade สําหรับสายไฟฟ้า หรือสายเคเบิล,ส่วนนี้จะอยู่ในใบสักแม่ทั้งหมด ไม่ว่าจะเป็นเกรดสำหรับสายไฟฟ้าหรือสักเทเบิล
หรือการเติบโตในเรื่องของ medical,การเติบโตในเรื่องของ Medical Girl
grade ในอนาคต,ในอนาคต
หรือแม้กระทั่งเรื่องของ PC compound อื่น ๆ,กระทั่งเลือกของ PC Compound นะครับ
เพราะฉะนั้นในส่วนนี้บริษัทแม่ก็ยังคง,ฉะนั้นในส่วนนี้ เนี่ย บริษัทแม่ก็ยังคง
run ในธุรกิจของ,ในธุรกิจของ
เม็ด PVC compound เหมือนเดิม,เทป 4 คำตามเนี่ยเหมือนเดิม
ซึ่งในเรื่องของสัดส่วน และการเติบโตก็จะได้มีการนําเสนอในลําดับต่อไป,ซึ่งในเรื่องของสักส่วนและการเติบโตก็จะได้มีการนำในลำดับต่อไป
